sentence, entity type + position
George has two cousins; one lives in Germany and the other in Switzerland.,"[[0, 6, 'PERSON'], [11, 14, 'CARDINAL'], [24, 27, 'CARDINAL'], [37, 44, 'GPE'], [62, 73, 'GPE']]"
George has two cousins; one lives in Germany and the other in Switzerland.,"[[0, 6, 'PERSON'], [11, 14, 'CARDINAL'], [24, 27, 'CARDINAL'], [37, 44, 'GPE'], [62, 73, 'GPE']]"
George has two cousins; one lives in Germany and the other in Switzerland.,"[[0, 6, 'PERSON'], [11, 14, 'CARDINAL'], [24, 27, 'CARDINAL'], [37, 44, 'GPE'], [62, 73, 'GPE']]"
George has two cousins; one lives in Germany and the other in Switzerland.,"[[0, 6, 'PERSON'], [11, 14, 'CARDINAL'], [24, 27, 'CARDINAL'], [37, 44, 'GPE'], [62, 73, 'GPE']]"
A man named George was staying at a hotel.,"[[12, 18, 'PERSON']]"
That George will come is certain.,"[[5, 11, 'PERSON']]"
I don't know if George is coming.,"[[16, 22, 'PERSON']]"
Do you know where George bought his tennis racket?,"[[18, 24, 'PERSON']]"
I'm not sure if George will take to this idea.,"[[16, 22, 'PERSON']]"
Georgia is his native state.,"[[0, 7, 'GPE']]"
George III has been unfairly maligned by historians.,"[[0, 10, 'PERSON']]"
George Washington was born in 1732.,"[[0, 17, 'PERSON'], [30, 34, 'DATE']]"
George Washington was born in 1732.,"[[0, 17, 'PERSON'], [30, 34, 'DATE']]"
George Johnson is in really fine form.,"[[0, 14, 'PERSON']]"
"Son, I have to talk with you. Look at your mother, George.","[[51, 57, 'PERSON']]"
"Just come to see me any time you feel like it, George.","[[47, 53, 'PERSON']]"
"George, if you are not listening to the radio, turn it off.","[[0, 6, 'PERSON']]"
"You should consult a doctor at once, George.","[[37, 43, 'PERSON']]"
"Grow up, Joe.","[[9, 12, 'PERSON']]"
"Excuse me, Joe, can I use your phone?","[[11, 14, 'PERSON']]"
Mr Joel is now on duty.,"[[3, 7, 'PERSON']]"
It is not easy to speak English well.,"[[24, 31, 'LANGUAGE']]"
It's not Joan. You are wrong.,"[[9, 13, 'PERSON']]"
Junko still depends on her parents for her living expenses.,"[[0, 5, 'PERSON']]"
"When she saw the gorgeous coat, Julie decided to buy it.","[[32, 37, 'PERSON']]"
Julie gains 20 pounds every month from her eating binge.,"[[0, 5, 'PERSON'], [12, 21, 'QUANTITY']]"
Julie gains 20 pounds every month from her eating binge.,"[[0, 5, 'PERSON'], [12, 21, 'QUANTITY']]"
Julie received a Christmas card from her brother in Italy.,"[[0, 5, 'PERSON'], [52, 57, 'GPE']]"
Julie received a Christmas card from her brother in Italy.,"[[0, 5, 'PERSON'], [52, 57, 'GPE']]"
It floored me that Julie was coming for a visit tomorrow.,"[[19, 24, 'PERSON'], [48, 56, 'DATE']]"
It floored me that Julie was coming for a visit tomorrow.,"[[19, 24, 'PERSON'], [48, 56, 'DATE']]"
"Don't waste money on clothes, Julie. Save money!","[[30, 35, 'PERSON']]"
Julia felt like crying when she heard the news.,"[[0, 5, 'PERSON']]"
Julia's native language is Italian.,"[[0, 5, 'PERSON'], [27, 34, 'LANGUAGE']]"
Julia's native language is Italian.,"[[0, 5, 'PERSON'], [27, 34, 'LANGUAGE']]"
Is Mr Schmidt at home now?,"[[6, 13, 'PERSON']]"
Schweitzer was a musician as well as a doctor.,"[[0, 10, 'PERSON']]"
Tom picked up some pretty shells on the beach.,"[[0, 3, 'PERSON']]"
Judy will talk about Japan tomorrow.,"[[0, 4, 'PERSON'], [21, 26, 'GPE'], [27, 35, 'DATE']]"
Judy will talk about Japan tomorrow.,"[[0, 4, 'PERSON'], [21, 26, 'GPE'], [27, 35, 'DATE']]"
Judy will talk about Japan tomorrow.,"[[0, 4, 'PERSON'], [21, 26, 'GPE'], [27, 35, 'DATE']]"
Judy decided to wear her new bikini.,"[[0, 4, 'PERSON']]"
Judy smiled at me.,"[[0, 4, 'PERSON']]"
Judy laughed at me.,"[[0, 4, 'PERSON']]"
Judy was born on the morning of September 5.,"[[0, 4, 'PERSON'], [17, 43, 'DATE']]"
Judy was born on the morning of September 5.,"[[0, 4, 'PERSON'], [17, 43, 'DATE']]"
Judy is a most clever student.,"[[0, 4, 'PERSON']]"
Judy is fond of dancing.,"[[0, 4, 'PERSON']]"
"Judy isn't a good singer, is she?","[[0, 4, 'PERSON']]"
Judy is smart.,"[[0, 4, 'PERSON']]"
Judy dances very well.,"[[0, 4, 'PERSON']]"
Please give my best regards to Judy.,"[[31, 35, 'PERSON']]"
"Who runs faster, Judy or Tony?","[[17, 21, 'PERSON'], [25, 29, 'PERSON']]"
"Who runs faster, Judy or Tony?","[[17, 21, 'PERSON'], [25, 29, 'PERSON']]"
I'd like to speak to Judy.,"[[21, 25, 'PERSON']]"
Judy spent hours on end writing and rewriting her essay.,"[[0, 4, 'PERSON'], [11, 16, 'TIME']]"
Judy spent hours on end writing and rewriting her essay.,"[[0, 4, 'PERSON'], [11, 16, 'TIME']]"
Judy sent her children to bed.,"[[0, 4, 'PERSON']]"
Judy spends a lot of time looking in the mirror.,"[[0, 4, 'PERSON']]"
Judy is the only woman on the board.,"[[0, 4, 'PERSON']]"
Judy is kind to everyone.,"[[0, 4, 'PERSON']]"
Judy likes him.,"[[0, 4, 'PERSON']]"
I want a dozen cream puffs.,"[[9, 14, 'CARDINAL']]"
Schweitzer is a man to imitate.,"[[0, 10, 'PERSON']]"
No pro golfer in Japan is as popular as Jumbo Ozaki.,"[[17, 22, 'GPE'], [40, 51, 'PERSON']]"
No pro golfer in Japan is as popular as Jumbo Ozaki.,"[[17, 22, 'GPE'], [40, 51, 'PERSON']]"
"What are those cards, Jan?","[[22, 25, 'PERSON']]"
Sharon must be a go-getter.,"[[0, 6, 'PERSON']]"
"I'm able to speak, and only speak, Japanese.","[[35, 43, 'NORP']]"
The Japan Times was carrying the story.,"[[0, 15, 'ORG']]"
"They call women who make a hobby out of collecting Chanel goods ""Chanellers"".","[[51, 57, 'ORG']]"
Janet was seeking for fame in the world of show business.,"[[0, 5, 'PERSON']]"
Janet sure knows how to stretch a dollar.,"[[0, 5, 'PERSON'], [32, 40, 'MONEY']]"
Janet sure knows how to stretch a dollar.,"[[0, 5, 'PERSON'], [32, 40, 'MONEY']]"
Janet bought a skirt and a blouse.,"[[0, 5, 'PERSON']]"
Janet always lets me use her typewriter.,"[[0, 5, 'PERSON']]"
Janet's dress is similar in appearance to her sister's.,"[[0, 5, 'PERSON']]"
Janet and Bill are going to get hitched in June.,"[[0, 5, 'PERSON'], [10, 14, 'PERSON'], [43, 47, 'DATE']]"
Janet and Bill are going to get hitched in June.,"[[0, 5, 'PERSON'], [10, 14, 'PERSON'], [43, 47, 'DATE']]"
Janet and Bill are going to get hitched in June.,"[[0, 5, 'PERSON'], [10, 14, 'PERSON'], [43, 47, 'DATE']]"
Word got around that Jeanette and Dave were having an affair.,"[[21, 29, 'PERSON'], [34, 38, 'PERSON']]"
Word got around that Jeanette and Dave were having an affair.,"[[21, 29, 'PERSON'], [34, 38, 'PERSON']]"
It looks like Janet's going to be kicked upstairs.,"[[14, 19, 'PERSON']]"
"Janet, tend to the baby, please.","[[0, 5, 'PERSON']]"
The second button of your shirt is coming off.,"[[4, 10, 'ORDINAL']]"
You can count on Jack.,"[[17, 21, 'PERSON']]"
"You are welcome, Jack!","[[17, 21, 'PERSON']]"
Jack decided to cancel the reservations.,"[[0, 4, 'PERSON']]"
Jack bought a present for his friend.,"[[0, 4, 'PERSON']]"
Jack was never to see his sister again.,"[[0, 4, 'PERSON']]"
Jack explained to me how to change the wheel of the car.,"[[0, 4, 'PERSON']]"
Jack was caught for setting fire to the house.,"[[0, 4, 'PERSON']]"
"Jack broke his mother's valuable vase, but he didn't do it on purpose, so she wasn't angry.","[[0, 4, 'PERSON']]"
"Jack was pacing up and down in the room, lost in thought.","[[0, 4, 'PERSON']]"
Jack resembles his father.,"[[0, 4, 'PERSON']]"
It seems that Jack is sick.,"[[14, 18, 'PERSON']]"
"Jack was looking well, although tired.","[[0, 4, 'PERSON']]"
"Scarcely had Jack seen her, he burst out crying.","[[13, 17, 'PERSON']]"
It is hard to convince Jack.,"[[23, 27, 'PERSON']]"
Jack reached out for the magazine on the shelf.,"[[0, 4, 'PERSON']]"
Jack tried to evade paying his taxes.,"[[0, 4, 'PERSON']]"
Jack is wise beyond all others.,"[[0, 4, 'PERSON']]"
Jack is an early riser.,"[[0, 4, 'PERSON']]"
Jack resigned from his job in despair.,"[[0, 4, 'PERSON']]"
Jack made no mistakes in the math test.,"[[0, 4, 'PERSON']]"
Jack collects stamps.,"[[0, 4, 'PERSON']]"
Jack has no object in life.,"[[0, 4, 'PERSON']]"
Jack was laughed at by all the boys.,"[[0, 4, 'PERSON']]"
Jack has a cat under his arm.,"[[0, 4, 'PERSON']]"
Jack is very severe with his children.,"[[0, 4, 'PERSON']]"
Jack exchanged the cow for the seeds.,"[[0, 4, 'PERSON']]"
Jack is one of my friends.,"[[0, 4, 'PERSON'], [8, 11, 'CARDINAL']]"
Jack is one of my friends.,"[[0, 4, 'PERSON'], [8, 11, 'CARDINAL']]"
Jack is three years senior to me.,"[[0, 4, 'PERSON'], [8, 19, 'DATE']]"
Jack is three years senior to me.,"[[0, 4, 'PERSON'], [8, 19, 'DATE']]"
Jack played a dirty trick on me.,"[[0, 4, 'PERSON']]"
Jack is busy cooking for us.,"[[0, 4, 'PERSON']]"
Jack made a lot of mistakes in his composition.,"[[0, 4, 'PERSON']]"
Jack is bound to succeed this time.,"[[0, 4, 'PERSON']]"
Jack is now either in London or Paris.,"[[0, 4, 'PERSON'], [22, 28, 'GPE'], [32, 37, 'GPE']]"
Jack is now either in London or Paris.,"[[0, 4, 'PERSON'], [22, 28, 'GPE'], [32, 37, 'GPE']]"
Jack is now either in London or Paris.,"[[0, 4, 'PERSON'], [22, 28, 'GPE'], [32, 37, 'GPE']]"
"Jack said he had never told a lie, but he was lying.","[[0, 4, 'PERSON']]"
Jack was lost sight of in the crowd.,"[[0, 4, 'PERSON']]"
Jack insisted on having a living room to himself.,"[[0, 4, 'PERSON']]"
Jack may have taken my umbrella by mistake.,"[[0, 4, 'PERSON']]"
Jack is interested in painting.,"[[0, 4, 'PERSON']]"
Everybody laughed at Jack.,"[[21, 25, 'PERSON']]"
Jack is a powerful acquisition for our team.,"[[0, 4, 'PERSON']]"
"Jack hid the dish he had broken, but his little sister told on him.","[[0, 4, 'PERSON']]"
Jack keeps a cat and a parrot at home.,"[[0, 4, 'PERSON']]"
Jack speaks English.,"[[0, 4, 'PERSON'], [12, 19, 'LANGUAGE']]"
Jack speaks English.,"[[0, 4, 'PERSON'], [12, 19, 'LANGUAGE']]"
Jack is an evil boy full of evil ideas.,"[[0, 4, 'PERSON']]"
"Jack once gave a helping hand to Robert, who was in trouble; and now Robert, in turn, is of great help to Jack.","[[0, 4, 'PERSON'], [33, 39, 'PERSON'], [69, 75, 'PERSON'], [106, 110, 'PERSON']]"
"Jack once gave a helping hand to Robert, who was in trouble; and now Robert, in turn, is of great help to Jack.","[[0, 4, 'PERSON'], [33, 39, 'PERSON'], [69, 75, 'PERSON'], [106, 110, 'PERSON']]"
"Jack once gave a helping hand to Robert, who was in trouble; and now Robert, in turn, is of great help to Jack.","[[0, 4, 'PERSON'], [33, 39, 'PERSON'], [69, 75, 'PERSON'], [106, 110, 'PERSON']]"
"Jack once gave a helping hand to Robert, who was in trouble; and now Robert, in turn, is of great help to Jack.","[[0, 4, 'PERSON'], [33, 39, 'PERSON'], [69, 75, 'PERSON'], [106, 110, 'PERSON']]"
Jack made me go there against my will.,"[[0, 4, 'PERSON']]"
Jack can speak French.,"[[0, 4, 'PERSON'], [15, 21, 'LANGUAGE']]"
Jack can speak French.,"[[0, 4, 'PERSON'], [15, 21, 'LANGUAGE']]"
Jack brushed the dust off his coat.,"[[0, 4, 'PERSON']]"
What about Jack?,"[[11, 15, 'PERSON']]"
Jack will not answer my letters.,"[[0, 4, 'PERSON']]"
All Jack does is sleep.,"[[4, 8, 'PERSON']]"
"Jack is Mary's second cousin, I believe.","[[0, 4, 'PERSON'], [8, 12, 'PERSON'], [15, 21, 'ORDINAL']]"
"Jack is Mary's second cousin, I believe.","[[0, 4, 'PERSON'], [8, 12, 'PERSON'], [15, 21, 'ORDINAL']]"
"Jack is Mary's second cousin, I believe.","[[0, 4, 'PERSON'], [8, 12, 'PERSON'], [15, 21, 'ORDINAL']]"
Jack insists that he has nothing to do with the crime.,"[[0, 4, 'PERSON']]"
Jack seems to regret it deeply.,"[[0, 4, 'PERSON']]"
Jack would often go jogging there.,"[[0, 4, 'PERSON']]"
"Jack may speak Spanish, too.","[[0, 4, 'PERSON'], [15, 22, 'LANGUAGE']]"
"Jack may speak Spanish, too.","[[0, 4, 'PERSON'], [15, 22, 'LANGUAGE']]"
Jack doesn't drive fast.,"[[0, 4, 'PERSON']]"
Jack is the tallest boy in his class.,"[[0, 4, 'PERSON']]"
Jack is the most intelligent boy in the class.,"[[0, 4, 'PERSON']]"
Jack always finds fault with others. That's why everybody avoids him.,"[[0, 4, 'PERSON']]"
Jack was born on August tenth.,"[[0, 4, 'PERSON'], [17, 29, 'DATE']]"
Jack was born on August tenth.,"[[0, 4, 'PERSON'], [17, 29, 'DATE']]"
Jack has been living in New York for six years.,"[[0, 4, 'PERSON'], [24, 32, 'GPE'], [37, 46, 'DATE']]"
Jack has been living in New York for six years.,"[[0, 4, 'PERSON'], [24, 32, 'GPE'], [37, 46, 'DATE']]"
Jack has been living in New York for six years.,"[[0, 4, 'PERSON'], [24, 32, 'GPE'], [37, 46, 'DATE']]"
Jack was tired from having walked fifty miles.,"[[0, 4, 'PERSON'], [34, 45, 'QUANTITY']]"
Jack was tired from having walked fifty miles.,"[[0, 4, 'PERSON'], [34, 45, 'QUANTITY']]"
Jack stopped talking all of a sudden when Mary went into the room.,"[[0, 4, 'PERSON'], [42, 46, 'PERSON']]"
Jack stopped talking all of a sudden when Mary went into the room.,"[[0, 4, 'PERSON'], [42, 46, 'PERSON']]"
Jack bores me with stories about his trip.,"[[0, 4, 'PERSON']]"
Jack's adventures are more amazing than those of the hero in many thrillers.,"[[0, 4, 'PERSON']]"
Jack's problem is that his wife spends more than he earns.,"[[0, 4, 'PERSON']]"
Jack's car is a recent model.,"[[0, 4, 'PERSON']]"
Who is the pretty girl sitting beside Jack?,"[[38, 42, 'PERSON']]"
Jack can't afford to buy a new bicycle.,"[[0, 4, 'PERSON']]"
How long have you known Jack?,"[[24, 28, 'PERSON']]"
Jack and I agreed to work at the office on Saturdays by turns.,"[[0, 4, 'PERSON'], [43, 52, 'DATE']]"
Jack and I agreed to work at the office on Saturdays by turns.,"[[0, 4, 'PERSON'], [43, 52, 'DATE']]"
Who was at the party beside Jack and Mary?,"[[28, 32, 'PERSON'], [37, 41, 'PERSON']]"
Who was at the party beside Jack and Mary?,"[[28, 32, 'PERSON'], [37, 41, 'PERSON']]"
Jack and Betty have been going steady for a month.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [42, 49, 'DATE']]"
Jack and Betty have been going steady for a month.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [42, 49, 'DATE']]"
Jack and Betty have been going steady for a month.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [42, 49, 'DATE']]"
Jack and Peggy were married by the Rev. John Smith.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [40, 50, 'PERSON']]"
Jack and Peggy were married by the Rev. John Smith.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [40, 50, 'PERSON']]"
Jack and Peggy were married by the Rev. John Smith.,"[[0, 4, 'PERSON'], [9, 14, 'PERSON'], [40, 50, 'PERSON']]"
"Jack, Jill and Alice went up the hill.","[[0, 4, 'PERSON'], [6, 10, 'PERSON'], [15, 20, 'PERSON']]"
"Jack, Jill and Alice went up the hill.","[[0, 4, 'PERSON'], [6, 10, 'PERSON'], [15, 20, 'PERSON']]"
"Jack, Jill and Alice went up the hill.","[[0, 4, 'PERSON'], [6, 10, 'PERSON'], [15, 20, 'PERSON']]"
Jack Daniel's is a Tennessee whiskey.,"[[0, 13, 'ORG'], [19, 28, 'GPE']]"
Jack Daniel's is a Tennessee whiskey.,"[[0, 13, 'ORG'], [19, 28, 'GPE']]"
We are all poor swimmers with the possible exception of Jack.,"[[56, 60, 'PERSON']]"
Jack isn't here. He may have missed his usual bus.,"[[0, 4, 'PERSON']]"
It was the window that Jack broke yesterday.,"[[23, 27, 'PERSON'], [34, 43, 'DATE']]"
It was the window that Jack broke yesterday.,"[[23, 27, 'PERSON'], [34, 43, 'DATE']]"
"It isn't true that Jack is no good at music; on the contrary, he plays the piano well.","[[19, 23, 'PERSON']]"
It was yesterday that Jake broke this window.,"[[7, 16, 'DATE'], [22, 26, 'PERSON']]"
It was yesterday that Jake broke this window.,"[[7, 16, 'DATE'], [22, 26, 'PERSON']]"
Jack isn't here.,"[[0, 4, 'PERSON']]"
"Don't be so wild, Jack.","[[18, 22, 'PERSON']]"
Jackie's efforts to help homeless people backfired on her.,"[[0, 6, 'PERSON']]"
"Two shirts and suits, please. There's a stain here.","[[0, 3, 'CARDINAL']]"
Jazz uses the same notes that Bach used.,"[[0, 4, 'ORG'], [30, 34, 'PERSON']]"
Jazz uses the same notes that Bach used.,"[[0, 4, 'ORG'], [30, 34, 'PERSON']]"
It looks like Jacob has been bitten by the love bug.,"[[14, 19, 'PERSON']]"
Miss Jackson did not appear.,"[[5, 12, 'PERSON']]"
Mr Jackson has recently transferred to Tokyo from Los Angeles.,"[[3, 10, 'PERSON'], [39, 44, 'GPE'], [50, 61, 'GPE']]"
Mr Jackson has recently transferred to Tokyo from Los Angeles.,"[[3, 10, 'PERSON'], [39, 44, 'GPE'], [50, 61, 'GPE']]"
Mr Jackson has recently transferred to Tokyo from Los Angeles.,"[[3, 10, 'PERSON'], [39, 44, 'GPE'], [50, 61, 'GPE']]"
The potato is native to the highlands of Central and South America.,"[[41, 66, 'LOC']]"
Potatoes were introduced by the Dutch from Jakarta.,"[[32, 37, 'NORP'], [43, 50, 'GPE']]"
Potatoes were introduced by the Dutch from Jakarta.,"[[32, 37, 'NORP'], [43, 50, 'GPE']]"
When were potatoes introduced into Japan?,"[[35, 40, 'GPE']]"
Ms Jaguar offered Mr Clinton the position because she had faith in his capabilities.,"[[3, 9, 'PERSON'], [21, 28, 'PERSON']]"
Ms Jaguar offered Mr Clinton the position because she had faith in his capabilities.,"[[3, 9, 'PERSON'], [21, 28, 'PERSON']]"
But ... did that tenth child have a different father to the ones before him?,"[[17, 22, 'ORDINAL']]"
"Shylock is greedy, and what is worse, very stingy.","[[0, 7, 'PERSON']]"
Beat the Giants!,"[[9, 15, 'ORG']]"
The Giants lost the game by 20 points.,"[[4, 10, 'ORG'], [28, 30, 'CARDINAL']]"
The Giants lost the game by 20 points.,"[[4, 10, 'ORG'], [28, 30, 'CARDINAL']]"
The Giants were well on the way to defeat.,"[[4, 10, 'ORG']]"
"Which do you like better, the Giants or the Dragons?","[[30, 36, 'ORG']]"
I always thought that Shirley and Alan would get together.,"[[22, 29, 'PERSON'], [34, 38, 'PERSON']]"
I always thought that Shirley and Alan would get together.,"[[22, 29, 'PERSON'], [34, 38, 'PERSON']]"
All but Jim came.,"[[8, 11, 'PERSON']]"
Did anybody other than Jim see her?,"[[23, 26, 'PERSON']]"
We tried to persuade Jim to join us.,"[[21, 24, 'PERSON']]"
"Jim is coming to the party, too.","[[0, 3, 'PERSON']]"
Jim is taller than any of his friends.,"[[0, 3, 'PERSON']]"
Jim is a man of his word.,"[[0, 3, 'PERSON']]"
Jim studies far into the night.,"[[0, 3, 'PERSON'], [21, 30, 'TIME']]"
Jim studies far into the night.,"[[0, 3, 'PERSON'], [21, 30, 'TIME']]"
Jim awoke and found himself alone in the room.,"[[0, 3, 'PERSON']]"
"Jim drove too fast, which was reckless.","[[0, 3, 'PERSON']]"
Jim is not a lawyer but a doctor.,"[[0, 3, 'PERSON']]"
Jim mastered French and German.,"[[0, 3, 'PERSON'], [13, 19, 'NORP'], [24, 30, 'LANGUAGE']]"
Jim mastered French and German.,"[[0, 3, 'PERSON'], [13, 19, 'NORP'], [24, 30, 'LANGUAGE']]"
Jim mastered French and German.,"[[0, 3, 'PERSON'], [13, 19, 'NORP'], [24, 30, 'LANGUAGE']]"
Jim went fishing from the pier.,"[[0, 3, 'PERSON']]"
Jim accompanied her on the piano.,"[[0, 3, 'PERSON']]"
Jim went back to London for the purpose of seeing her.,"[[0, 3, 'PERSON'], [17, 23, 'GPE']]"
Jim went back to London for the purpose of seeing her.,"[[0, 3, 'PERSON'], [17, 23, 'GPE']]"
Jim could hear whom she was phoning.,"[[0, 3, 'PERSON']]"
Jim is crazy about his girlfriend.,"[[0, 3, 'PERSON']]"
Jim was born in the same year as he.,"[[0, 3, 'PERSON'], [16, 29, 'DATE']]"
Jim was born in the same year as he.,"[[0, 3, 'PERSON'], [16, 29, 'DATE']]"
You cannot rely upon Jim's words since he tries to please everybody.,"[[21, 24, 'PERSON']]"
Jim has a white hat on his head.,"[[0, 3, 'PERSON']]"
Jim can read Japanese.,"[[0, 3, 'PERSON'], [13, 21, 'LANGUAGE']]"
Jim can read Japanese.,"[[0, 3, 'PERSON'], [13, 21, 'LANGUAGE']]"
Jim has learned to like Japanese dishes.,"[[0, 3, 'PERSON'], [24, 32, 'NORP']]"
Jim has learned to like Japanese dishes.,"[[0, 3, 'PERSON'], [24, 32, 'NORP']]"
Jim has learned to like Japan.,"[[0, 3, 'PERSON'], [24, 29, 'GPE']]"
Jim has learned to like Japan.,"[[0, 3, 'PERSON'], [24, 29, 'GPE']]"
Jim was afraid of physical labor.,"[[0, 3, 'PERSON']]"
Jim answered my question without difficulty.,"[[0, 3, 'PERSON']]"
Jim is about to take a trip to southeast Asia.,"[[0, 3, 'PERSON'], [41, 45, 'LOC']]"
Jim is about to take a trip to southeast Asia.,"[[0, 3, 'PERSON'], [41, 45, 'LOC']]"
Jim slipped on the icy road and got hurt.,"[[0, 3, 'PERSON']]"
Jim was able to hold back his anger.,"[[0, 3, 'PERSON']]"
Jim was able to hold back his anger and avoid a fight.,"[[0, 3, 'PERSON']]"
Jim is watering the garden.,"[[0, 3, 'PERSON']]"
Jim jumped for joy when the news came.,"[[0, 3, 'PERSON']]"
Jim was counted out in the seventh round.,"[[0, 3, 'PERSON'], [27, 34, 'ORDINAL']]"
Jim was counted out in the seventh round.,"[[0, 3, 'PERSON'], [27, 34, 'ORDINAL']]"
Jim kicks a ball very well.,"[[0, 3, 'PERSON']]"
Jim can be said to be a man of many talents.,"[[0, 3, 'PERSON']]"
Jim climbed out of the boat on to the bank.,"[[0, 3, 'PERSON']]"
Jim suggested that the teacher might be wrong.,"[[0, 3, 'PERSON']]"
Jim wrote to me last week and said he had come back two months before.,"[[0, 3, 'PERSON'], [16, 25, 'DATE'], [52, 69, 'DATE']]"
Jim wrote to me last week and said he had come back two months before.,"[[0, 3, 'PERSON'], [16, 25, 'DATE'], [52, 69, 'DATE']]"
Jim wrote to me last week and said he had come back two months before.,"[[0, 3, 'PERSON'], [16, 25, 'DATE'], [52, 69, 'DATE']]"
Jim went into the room quietly lest he should wake the baby.,"[[0, 3, 'PERSON']]"
Jim got dismissed for his misconduct in office.,"[[0, 3, 'PERSON']]"
Jim says he goes jogging at least three times a week.,"[[0, 3, 'PERSON'], [25, 39, 'CARDINAL']]"
Jim says he goes jogging at least three times a week.,"[[0, 3, 'PERSON'], [25, 39, 'CARDINAL']]"
Jim seems to know the art of making friends with girls.,"[[0, 3, 'PERSON']]"
"Jim went out, but Mary stayed home.","[[0, 3, 'PERSON'], [18, 22, 'PERSON']]"
"Jim went out, but Mary stayed home.","[[0, 3, 'PERSON'], [18, 22, 'PERSON']]"
Jim burned the midnight oil when he was preparing for the examination.,"[[0, 3, 'PERSON']]"
Jim set out to write something in his notebook.,"[[0, 3, 'PERSON']]"
Jim put his hand up.,"[[0, 3, 'PERSON']]"
Jim is at work on his car.,"[[0, 3, 'PERSON']]"
Jim is learning how to drive a car.,"[[0, 3, 'PERSON']]"
Jim persists in his opinion.,"[[0, 3, 'PERSON']]"
Jim attributes his success to hard work.,"[[0, 3, 'PERSON']]"
Jim boasts of having passed the exam.,"[[0, 3, 'PERSON']]"
Jim was caught cheating in the examination.,"[[0, 3, 'PERSON']]"
Jim wants whipping for insulting me.,"[[0, 3, 'PERSON']]"
Jim called me a coward.,"[[0, 3, 'PERSON']]"
Jim pointed out some grammatical mistakes in my composition.,"[[0, 3, 'PERSON']]"
Jim is in my black book.,"[[0, 3, 'PERSON']]"
Jim called me a cab.,"[[0, 3, 'PERSON']]"
Jim said that he wouldn't mind waiting for us.,"[[0, 3, 'PERSON']]"
Jim left Paris yesterday.,"[[0, 3, 'PERSON'], [9, 14, 'GPE'], [15, 24, 'DATE']]"
Jim left Paris yesterday.,"[[0, 3, 'PERSON'], [9, 14, 'GPE'], [15, 24, 'DATE']]"
Jim left Paris yesterday.,"[[0, 3, 'PERSON'], [9, 14, 'GPE'], [15, 24, 'DATE']]"
Jim will not come today.,"[[0, 3, 'PERSON'], [18, 23, 'DATE']]"
Jim will not come today.,"[[0, 3, 'PERSON'], [18, 23, 'DATE']]"
Jim stayed with us while he was in Japan as an exchange student.,"[[0, 3, 'PERSON'], [35, 40, 'GPE']]"
Jim stayed with us while he was in Japan as an exchange student.,"[[0, 3, 'PERSON'], [35, 40, 'GPE']]"
We believed that Jim had made a mistake.,"[[17, 20, 'PERSON']]"
Jim turned the key in the lock.,"[[0, 3, 'PERSON']]"
Jim has broad shoulders.,"[[0, 3, 'PERSON']]"
Jim studies as hard as his brother does.,"[[0, 3, 'PERSON']]"
Jim will accept your proposal.,"[[0, 3, 'PERSON']]"
Jim is not the man that you think him to be.,"[[0, 3, 'PERSON']]"
Jim is liked by all his classmates.,"[[0, 3, 'PERSON']]"
"As soon as Jim got home, he made a beeline for the rest room.","[[11, 14, 'PERSON']]"
Jim is studying hard for his finals.,"[[0, 3, 'PERSON']]"
"Jim drove his car, whistling merrily.","[[0, 3, 'PERSON']]"
Jim had hardly got home when he crept into bed.,"[[0, 3, 'PERSON']]"
Jim really knows his way around the store from his years working there.,"[[0, 3, 'PERSON']]"
Jim is above any of his classmates in English.,"[[0, 3, 'PERSON'], [38, 45, 'LANGUAGE']]"
Jim is above any of his classmates in English.,"[[0, 3, 'PERSON'], [38, 45, 'LANGUAGE']]"
Jim's angry because his date for the movie stood him up and he wasted an hour waiting for her in the rain.,"[[0, 3, 'PERSON'], [70, 77, 'TIME']]"
Jim's angry because his date for the movie stood him up and he wasted an hour waiting for her in the rain.,"[[0, 3, 'PERSON'], [70, 77, 'TIME']]"
"Though Jim works very hard, his job does not pay very much.","[[7, 10, 'PERSON']]"
Jim runs as fast as Ron.,"[[0, 3, 'PERSON'], [20, 23, 'PERSON']]"
Jim runs as fast as Ron.,"[[0, 3, 'PERSON'], [20, 23, 'PERSON']]"
Jim has gone to London.,"[[0, 3, 'PERSON'], [16, 22, 'GPE']]"
Jim has gone to London.,"[[0, 3, 'PERSON'], [16, 22, 'GPE']]"
"Jim doesn't like apples, does he?","[[0, 3, 'PERSON']]"
Jim made a superfluous remark.,"[[0, 3, 'PERSON']]"
"Jim works hard, but John is idle.","[[0, 3, 'PERSON'], [20, 24, 'PERSON']]"
"Jim works hard, but John is idle.","[[0, 3, 'PERSON'], [20, 24, 'PERSON']]"
Jim promised me not to come again.,"[[0, 3, 'PERSON']]"
Jim is not yet used to driving on the left side of the road.,"[[0, 3, 'PERSON']]"
Jim fell in love with Mary the moment he met her.,"[[0, 3, 'PERSON'], [22, 26, 'PERSON']]"
