sentence, entity type + position
"Heutzutage empfiehlt die UNESCO, dass jeder drei Sprachen benutzen sollte: die Muttersprache, die Lokalsprache und die Weltsprache.","[[25, 31, 'ORG']]"
Ihm wird die amerikanische Staatsbürgerschaft verliehen.,"[[13, 26, 'LOC']]"
Letzten Winter fuhr ich zum Skifahren nach Kanada.,"[[43, 49, 'LOC']]"
Ich bin Japanerin.,"[[8, 17, 'LOC']]"
Das Heilige Römische Reich existierte bis 1806.,"[[4, 26, 'LOC']]"
"Wenn ich ein Wort benutze, sagte Humpty Dumpty, bedeutet es genau das, wovon ich möchte, dass es bedeuten soll -- nicht mehr, nicht weniger.","[[33, 46, 'PER']]"
Nara ist eine sehr alte Stadt.,"[[0, 4, 'LOC']]"
"Mein Vater hatte die Gewohnheit, vor dem Frühstück Zeitung zu lesen.","[[41, 58, 'ORG']]"
Kalifornien ist berühmt für seine Früchte.,"[[0, 11, 'LOC']]"
Kalifornien ist berühmt für sein Obst.,"[[0, 11, 'LOC']]"
Er weiß nicht viel über Japan.,"[[24, 29, 'LOC']]"
Der Mond ist hinter den Wolken unsichtbar.,"[[4, 8, 'LOC']]"
Das sind böhmische Dörfer für mich.,"[[9, 18, 'LOC']]"
In zwei Stunden geht die Sonne unter.,"[[25, 30, 'LOC']]"
"Es folgt ""We are the world"".","[[10, 26, 'MISC']]"
Ihr Ehemann ist Amerikaner.,"[[16, 26, 'LOC']]"
Die Eltern nannten das Kind Akiyoshi.,"[[28, 36, 'PER']]"
"Soweit ich weiß, ist er Amerikaner.","[[24, 34, 'LOC']]"
Wie nennst du dieses Gemüse auf Englisch?,"[[32, 40, 'MISC']]"
"Viele amerikanische Schüler wissen nicht, dass der Amerikanische Bürgerkrieg von 1861 bis 1865 stattfand.","[[6, 19, 'LOC'], [51, 76, 'MISC']]"
"Viele amerikanische Schüler wissen nicht, dass der Amerikanische Bürgerkrieg von 1861 bis 1865 stattfand.","[[6, 19, 'LOC'], [51, 76, 'MISC']]"
"Ich verstehe nicht, warum eine Pizza mit Peperoni so beliebt ist.","[[41, 49, 'PER']]"
"Die am wenigsten abzulehnende ""Brückensprache"" oder interethnische Sprache ist die geplante internationale Sprache Esperanto.","[[52, 66, 'MISC']]"
Ich habe 40.000 Yen für dieses Tonbandgerät bezahlt.,"[[16, 19, 'MISC']]"
"Ich hatte vor, Rom im letzten Jahr zu besuchen.","[[15, 18, 'LOC']]"
"Ich habe vor, nächstes Jahr nach Frankreich zu fahren.","[[33, 43, 'LOC']]"
"Nach langer Diskussion beschlossen wir, unsere Ferien in Spanien zu verbringen.","[[57, 64, 'LOC']]"
Sie lud Tom und mich zu der kleinen Feier ein.,"[[8, 11, 'PER']]"
Bobby darf bis sieben fernsehen.,"[[0, 5, 'PER']]"
"Zuerst fand er Englisch sehr schwer, aber jetzt findet er es einfach.","[[15, 23, 'MISC']]"
"Ich habe Ken, Bill und Yumi eingeladen.","[[9, 12, 'PER'], [14, 18, 'PER'], [23, 27, 'PER']]"
"Ich habe Ken, Bill und Yumi eingeladen.","[[9, 12, 'PER'], [14, 18, 'PER'], [23, 27, 'PER']]"
"Ich habe Ken, Bill und Yumi eingeladen.","[[9, 12, 'PER'], [14, 18, 'PER'], [23, 27, 'PER']]"
"Sieht aus wie Latein, ist es aber nicht.","[[14, 20, 'MISC']]"
Während meines Indienaufenthalts ging mir das Geld aus.,"[[15, 32, 'LOC']]"
"Er erklärte Mary, warum er zu spät zu ihrer Geburtstagsfeier kam.","[[12, 16, 'PER']]"
"Es war schade, dass Tom nicht zu unserer Party kommen konnte.","[[20, 23, 'PER']]"
Diese Puppe kostet nur sechzig Cent.,"[[31, 35, 'MISC']]"
In Afrika gibt es viele Löwen.,"[[3, 9, 'LOC']]"
Tom ist der attraktivste Schauspieler der Welt.,"[[0, 3, 'PER']]"
"Es ist fünf Jahre her, dass sie nach Japan gekommen sind.","[[37, 42, 'LOC']]"
Sie hat das Buch aus London kommen lassen.,"[[21, 27, 'LOC']]"
Ich hatte Nan zum Tee beim Frühstück.,"[[10, 13, 'PER']]"
Nakamatsu lächelte bitter auf seine dumme Frage.,"[[0, 9, 'PER']]"
Ich bin Georg.,"[[8, 13, 'PER']]"
Warst du schon mal in London?,"[[22, 28, 'LOC']]"
Wart ihr schon mal in London?,"[[22, 28, 'LOC']]"
Waren Sie schon mal in London?,"[[23, 29, 'LOC']]"
"Er ist in der Lage, Französisch zu unterrichten.","[[20, 31, 'MISC']]"
"Nanako ist echt hübsch, oder?","[[0, 6, 'PER']]"
Ich werde das Wochenende in Kanazawa verbringen.,"[[28, 36, 'LOC']]"
Ich gehe nächsten Monat nach Paris.,"[[29, 34, 'LOC']]"
Die Schönen Künste erlebten in Italien im 15. Jahrhundert eine Blüte.,"[[4, 18, 'ORG'], [31, 38, 'LOC']]"
Die Schönen Künste erlebten in Italien im 15. Jahrhundert eine Blüte.,"[[4, 18, 'ORG'], [31, 38, 'LOC']]"
Die Schönen Künste erlebten im Italien des 15. Jahrhunderts eine Blüte.,"[[4, 18, 'ORG'], [31, 38, 'LOC']]"
Die Schönen Künste erlebten im Italien des 15. Jahrhunderts eine Blüte.,"[[4, 18, 'ORG'], [31, 38, 'LOC']]"
"Warum hat es nur England geschafft, die Macht des Königs zu beschränken?","[[17, 24, 'LOC']]"
Unsere Zentrale ist in Ōsaka.,"[[23, 28, 'LOC']]"
"Er ist stolz darauf, ein britischer Bürger zu sein.","[[25, 35, 'LOC']]"
"Er ist stolz darauf, ein britischer Untertan zu sein.","[[25, 35, 'LOC']]"
Ich bin ein polnischer Journalist.,"[[12, 22, 'LOC']]"
Moslems hängen den Lehren des Profeten Mohammed an.,"[[39, 47, 'PER']]"
"Sam, tu's nicht!","[[0, 3, 'PER']]"
Muslime hängen den Lehren des Propheten Mohammed an.,"[[40, 48, 'PER']]"
Er war mehrere Male in Europa gewesen.,"[[23, 29, 'LOC']]"
John ist leicht zufrieden zu stellen.,"[[0, 4, 'PER']]"
Prinz Charles kann der nächste britische König werden.,"[[6, 13, 'PER'], [31, 40, 'LOC']]"
Prinz Charles kann der nächste britische König werden.,"[[6, 13, 'PER'], [31, 40, 'LOC']]"
Sie berechneten mir 30 Pfund für die Schuhe.,"[[23, 28, 'MISC']]"
"In der englischen Sprache enthalten viele Wörter Buchstaben, die nicht gesprochen werden.","[[7, 17, 'MISC']]"
Wo kann ich den American-Airlines-Schalter finden?,"[[16, 33, 'ORG']]"
Das Flugzeug kam pünktlich in New York an.,"[[30, 38, 'LOC']]"
"Ich war gespannt darauf, deinen Brief aus Paris zu lesen.","[[42, 47, 'LOC']]"
"Ich war gespannt darauf, Ihren Brief aus Paris zu lesen.","[[41, 46, 'LOC']]"
Der Verlust beträgt eine Million Dollar.,"[[33, 39, 'MISC']]"
Die Vereinigten Staaten verfügen über reichhaltige Bodenschätze.,"[[4, 23, 'LOC']]"
Wer bringt euch Französisch bei?,"[[16, 27, 'MISC']]"
"Ich sagte meiner Frau: Liliane, pack die Koffer, wir fahren nach Paris zurück.","[[23, 30, 'PER'], [65, 70, 'LOC']]"
"Ich sagte meiner Frau: Liliane, pack die Koffer, wir fahren nach Paris zurück.","[[23, 30, 'PER'], [65, 70, 'LOC']]"
Dieser Zeitschrift zufolge wird die wirtschaftliche Lage in Japan von Jahr zu Jahr schlechter.,"[[60, 65, 'LOC']]"
Er ist kein Amerikaner.,"[[12, 22, 'LOC']]"
"Dies ist ein 3-Sterne-Hotel, 300 Yuan pro Nacht.","[[33, 37, 'MISC']]"
Ich lerne Baskisch.,"[[10, 18, 'MISC']]"
Das Hauptthema des Buches ist der amerikanische Bürgerkrieg.,"[[34, 47, 'LOC']]"
Tom kehrte in seine Heimatstadt zurück.,"[[0, 3, 'PER']]"
Nach Empfang des Briefes ging er sofort nach New York.,"[[45, 53, 'LOC']]"
"Letzten Samstag war meine Familie im Zoo, um sich Pandas anzuschauen.","[[50, 56, 'PER']]"
"Ach ja, mein Englisch ist ein hoffnungsloser Fall.","[[13, 21, 'MISC']]"
Ich möchte französisch essen.,"[[11, 22, 'MISC']]"
Ich lerne die baskische Sprache.,"[[14, 23, 'LOC']]"
Baskisch lerne ich.,"[[0, 8, 'MISC']]"
Die baskische Sprache lerne ich.,"[[4, 13, 'LOC']]"
"Um sich Pandas anzusehen, war meine Familie letzten Samstag im Zoo.","[[8, 14, 'PER']]"
"Letzten Samstag war meine Familie, um sich Pandas anzusehen, im Zoo.","[[43, 49, 'PER']]"
"Meine Familie war letzten Samstag im Zoo, um sich Pandas anzusehen.","[[50, 56, 'PER']]"
"Im Zoo war meine Familie letzten Samstag, um sich Pandas anzuschauen.","[[50, 56, 'PER']]"
Des Buches Hauptthema ist der amerikanische Bürgerkrieg.,"[[30, 43, 'LOC']]"
Der amerikanische Bürgerkrieg ist das Hauptthema des Buches.,"[[4, 17, 'LOC']]"
Der amerikanische Bürgerkrieg ist des Buches Hauptthema.,"[[4, 17, 'LOC']]"
"Arianna, du bist eine Katastrophe!","[[0, 7, 'PER']]"
"Sam versprach, das Geld bis Ende des Monats zu bezahlen.","[[0, 3, 'PER']]"
Sind zehntausend Yen genug?,"[[17, 20, 'MISC']]"
Am 21. Juni 1974 hat José zum letzten Mal mit Liliana gefrühstückt.,"[[21, 25, 'PER'], [46, 53, 'PER']]"
Am 21. Juni 1974 hat José zum letzten Mal mit Liliana gefrühstückt.,"[[21, 25, 'PER'], [46, 53, 'PER']]"
"Argleton ist eine Stadt in West Lancashire, England, die nur auf Google maps existiert.","[[0, 8, 'LOC'], [32, 42, 'LOC'], [44, 51, 'LOC'], [65, 76, 'MISC']]"
"Argleton ist eine Stadt in West Lancashire, England, die nur auf Google maps existiert.","[[0, 8, 'LOC'], [32, 42, 'LOC'], [44, 51, 'LOC'], [65, 76, 'MISC']]"
"Argleton ist eine Stadt in West Lancashire, England, die nur auf Google maps existiert.","[[0, 8, 'LOC'], [32, 42, 'LOC'], [44, 51, 'LOC'], [65, 76, 'MISC']]"
"Argleton ist eine Stadt in West Lancashire, England, die nur auf Google maps existiert.","[[0, 8, 'LOC'], [32, 42, 'LOC'], [44, 51, 'LOC'], [65, 76, 'MISC']]"
"Die Suchmaschine ""Yandex"" unterstützt nun auch Tatarisch.","[[18, 24, 'ORG'], [47, 56, 'MISC']]"
"Die Suchmaschine ""Yandex"" unterstützt nun auch Tatarisch.","[[18, 24, 'ORG'], [47, 56, 'MISC']]"
"Einzig die Annahme bestimmt mich dazu, dass der Leser - ich sage besser: der zukünftige Leser; denn für den Augenblick besteht ja noch nicht die geringste Aussicht, dass meine Schrift das Licht der Öffentlichkeit erblicken könnte, - es sei denn, dass sie durch ein Wunder unsere umdrohte Festung Europa zu verlassen und denen draußen einen Hauch von den Geheimnissen unserer Einsamkeit zu bringen vermöchte; - ich bitte wieder ansetzen zu dürfen: nur weil ich damit rechne, dass man wünschen wird, über das Wer und Was des Schreibenden beiläufig unterrichtet zu sein, schicke ich diesen Eröffnungen einige wenige Notizen über mein eigenes Individuum voraus, - nicht ohne die Gewärtigung freilich, gerade dadurch dem Leser Zweifel zu erwecken, ob er sich auch in den richtigen Händen befindet, will sagen: ob ich meiner ganzen Existenz nach der rechte Mann für eine Aufgabe bin, zu der vielleicht mehr das Herz als irgendwelche berechtigende Wesensverwandtschaft mich zieht.","[[296, 302, 'LOC']]"
Den Eisenbahner-Esperanto-Kongress im Mai 2011 in Liberec/Tschechien besuchen nicht nur Eisenbahner.,"[[50, 68, 'LOC']]"
"Tom, was möchtest du zum Abendessen?","[[0, 3, 'PER']]"
"Jim, renne nicht im Zimmer rum!","[[0, 3, 'PER']]"
"Ich mag Englisch, aber kann es nicht so gut sprechen.","[[8, 16, 'MISC']]"
Jane spielte doch kein Tennis?,"[[0, 4, 'PER']]"
Ich bewundere Pharamp sehr.,"[[14, 21, 'PER']]"
Der Buchverkäufer verlangte von mir zehn Dollar für das Buch.,"[[41, 47, 'MISC']]"
Er läuft jeden Winter in Hokkaido Ski.,"[[25, 33, 'LOC']]"
Tom war völlig erschöpft.,"[[0, 3, 'PER']]"
Am Sanktnimmerleinstag.,"[[3, 22, 'LOC']]"
Welche Sprache spricht man in den Vereinigten Staaten?,"[[34, 53, 'LOC']]"
Sie spricht zu Hause kein Japanisch.,"[[26, 35, 'MISC']]"
Er baute Krankenhäuser und verhalf den Menschen Afrikas zu einem besseren Leben.,"[[48, 55, 'LOC']]"
"Um meinen Computer zu kaufen, musste ich 100 € zahlen.","[[45, 46, 'MISC']]"
1900 verließ er England und kehrte nie zurück.,"[[16, 23, 'LOC']]"
"Wir halten Sie über das, was hier in Japan passiert, auf dem Laufenden.","[[37, 42, 'LOC']]"
Ned hielt die Fahne hoch.,"[[0, 3, 'PER']]"
"Ich habe mir sagen lassen, Englisch sei wie gemacht zum Geld verdienen, Französisch für die Liebe und Spanisch, um Gott anzubeten.","[[27, 35, 'MISC'], [72, 83, 'MISC'], [102, 110, 'MISC']]"
"Ich habe mir sagen lassen, Englisch sei wie gemacht zum Geld verdienen, Französisch für die Liebe und Spanisch, um Gott anzubeten.","[[27, 35, 'MISC'], [72, 83, 'MISC'], [102, 110, 'MISC']]"
"Ich habe mir sagen lassen, Englisch sei wie gemacht zum Geld verdienen, Französisch für die Liebe und Spanisch, um Gott anzubeten.","[[27, 35, 'MISC'], [72, 83, 'MISC'], [102, 110, 'MISC']]"
Der alte Mann sprach auf Französisch zu mir.,"[[25, 36, 'MISC']]"
"Jedes Jahr organisiert die Organisation eine Reihe von Treffen Freiwilliger, die von Tür zu Tür gehen, um friesische Bücher zu verkaufen.","[[106, 116, 'LOC']]"
"Er ging nach Paris, wo er mich zum ersten Mal traf.","[[13, 18, 'LOC']]"
"Zwischen Japan, Deutschland, Großbritannien und den Vereinigten Staaten wurde ein Abkommen getroffen.","[[9, 14, 'LOC'], [16, 27, 'LOC'], [29, 43, 'LOC'], [52, 71, 'LOC']]"
"Zwischen Japan, Deutschland, Großbritannien und den Vereinigten Staaten wurde ein Abkommen getroffen.","[[9, 14, 'LOC'], [16, 27, 'LOC'], [29, 43, 'LOC'], [52, 71, 'LOC']]"
"Zwischen Japan, Deutschland, Großbritannien und den Vereinigten Staaten wurde ein Abkommen getroffen.","[[9, 14, 'LOC'], [16, 27, 'LOC'], [29, 43, 'LOC'], [52, 71, 'LOC']]"
"Zwischen Japan, Deutschland, Großbritannien und den Vereinigten Staaten wurde ein Abkommen getroffen.","[[9, 14, 'LOC'], [16, 27, 'LOC'], [29, 43, 'LOC'], [52, 71, 'LOC']]"
In Tokio sieht man viele architektonische Monstrositäten.,"[[3, 8, 'LOC']]"
"Frag ihn, ob er Japanisch spricht.","[[16, 25, 'MISC']]"
Alice trägt ein süßes Parfum.,"[[0, 5, 'PER']]"
"Ich zahle jedes Mal 30 Euro, wenn ich zum Zahnarzt gehe.","[[23, 27, 'MISC']]"
Leben auf der Erde intelligente Wesen?,"[[14, 18, 'LOC']]"
Lebt irgendetwas auf Alpha Centauri?,"[[21, 35, 'MISC']]"
"Alpha Centauri ist ein System von drei Sternen. Ob es dort Planeten gibt, ist noch nicht bekannt.","[[0, 14, 'ORG']]"
George wiegt nicht weniger als 70 Kilogramm.,"[[0, 6, 'PER']]"
"Dieser Zug hat Aomori mit dreißig Minuten Verspätung verlassen, sodass wir nicht vor Mittag in Tokio ankommen werden, befürchte ich.","[[15, 21, 'LOC'], [95, 100, 'LOC']]"
"Dieser Zug hat Aomori mit dreißig Minuten Verspätung verlassen, sodass wir nicht vor Mittag in Tokio ankommen werden, befürchte ich.","[[15, 21, 'LOC'], [95, 100, 'LOC']]"
Sie mag russischen Pop.,"[[8, 18, 'LOC']]"
"Die folgenden Märchen, die 1918 in Englisch nacherzählt wurden, beruhten auf niederländischen Legenden und sind in dem Buch ""Niederländische Märchen für junge Leute"" 1918 gesammelt worden.","[[35, 43, 'MISC'], [77, 93, 'LOC'], [125, 164, 'MISC']]"
"Die folgenden Märchen, die 1918 in Englisch nacherzählt wurden, beruhten auf niederländischen Legenden und sind in dem Buch ""Niederländische Märchen für junge Leute"" 1918 gesammelt worden.","[[35, 43, 'MISC'], [77, 93, 'LOC'], [125, 164, 'MISC']]"
"Die folgenden Märchen, die 1918 in Englisch nacherzählt wurden, beruhten auf niederländischen Legenden und sind in dem Buch ""Niederländische Märchen für junge Leute"" 1918 gesammelt worden.","[[35, 43, 'MISC'], [77, 93, 'LOC'], [125, 164, 'MISC']]"
Heute haben wir viele neue Übersetzungen in Galizisch und Baskisch.,"[[44, 53, 'MISC'], [58, 66, 'MISC']]"
Heute haben wir viele neue Übersetzungen in Galizisch und Baskisch.,"[[44, 53, 'MISC'], [58, 66, 'MISC']]"
Der beste Spieler zu allen Zeiten war Pelé.,"[[38, 42, 'PER']]"
"Tatoeba hat keinen ""Log out"" Knopf.","[[0, 7, 'PER']]"
"Tatoeba hat einen ""Log out"" Knopf.","[[0, 7, 'PER']]"
Leute aus China spielen auf eine andere Art Schach.,"[[10, 15, 'LOC']]"
Seit meiner Ankunft in Tōkyō sind schon zwei Monate vergangen.,"[[23, 28, 'LOC']]"
Die Stadt hat eine europäische Atmosphäre.,"[[19, 30, 'LOC']]"
Hallo Mimi! Wie geht es?,"[[6, 10, 'PER']]"
"Es verlangte Mut, den Pazifik als Einhandsegler zu überqueren.","[[22, 29, 'LOC']]"
Die Sonne ist heller als der Mond.,"[[4, 9, 'LOC'], [29, 33, 'LOC']]"
Die Sonne ist heller als der Mond.,"[[4, 9, 'LOC'], [29, 33, 'LOC']]"
John kam gestern in Japan an.,"[[0, 4, 'PER'], [20, 25, 'LOC']]"
John kam gestern in Japan an.,"[[0, 4, 'PER'], [20, 25, 'LOC']]"
Seine faulen Witze verärgerten Jane.,"[[31, 35, 'PER']]"
"Erzähl mir, was du in Hawaii getan hast.","[[22, 28, 'LOC']]"
"Ich ging nach Sendai und kam rechtzeitig zurück, ohne dort über Nacht zu bleiben.","[[14, 20, 'LOC']]"
"Ich ging nach Sendai und beeilte mich, rechtzeitig zurück zu sein.","[[14, 20, 'LOC']]"
"Das Buch ist in so leichtem Englisch geschrieben, das es sogar Anfänger verstehen können.","[[28, 36, 'MISC']]"
In Kolumbien wird Spanisch gesprochen.,"[[3, 12, 'LOC'], [18, 26, 'MISC']]"
In Kolumbien wird Spanisch gesprochen.,"[[3, 12, 'LOC'], [18, 26, 'MISC']]"
Die Person aus Ägypten spricht arabisch.,"[[15, 22, 'LOC'], [31, 39, 'MISC']]"
Die Person aus Ägypten spricht arabisch.,"[[15, 22, 'LOC'], [31, 39, 'MISC']]"
Die Apotheke ist in der Fresno-Straße.,"[[24, 37, 'LOC']]"
Shinko ist die Liebenswürdigkeit in Person.,"[[0, 6, 'PER']]"
Ich soll nächste Woche nach Tokyo fahren.,"[[28, 33, 'LOC']]"
Die Japaner sind ein arbeitsames Volk.,"[[4, 11, 'LOC']]"
Serbische Züge sind schrecklich langsam.,"[[0, 9, 'LOC']]"
Essen die Japaner viel Fisch?,"[[10, 17, 'LOC']]"
Florence Foster Jenkins war eine der berühmtesten Sopranistinnen der Welt.,"[[0, 23, 'PER']]"
Die Curryfischbällchen kosten je einen Dollar.,"[[39, 45, 'MISC']]"
Warum lernst du jeden Tag Englisch?,"[[26, 34, 'MISC']]"
"Verspotte ihn nicht, weil er einen Fehler machte.","[[0, 9, 'PER']]"
"Und wie bei vielen Aspekten des britischen Lebens, gibt es verständliche historische Gründe dafür.","[[32, 42, 'LOC']]"
Bill ist wegen der Prüfung nervös.,"[[0, 4, 'PER']]"
Es gibt viele Erdbeben in Japan.,"[[26, 31, 'LOC']]"
Johns Großmutter ist nach langer Krankheit verstorben.,"[[0, 5, 'PER']]"
Sie wohnt in Kyoto.,"[[13, 18, 'LOC']]"
"Er fragte sie, ob sie Jane sei.","[[22, 26, 'PER']]"
Französisch wird in Québec von mehr als 7 Millionen Menschen gesprochen.,"[[0, 11, 'MISC'], [20, 26, 'LOC']]"
Französisch wird in Québec von mehr als 7 Millionen Menschen gesprochen.,"[[0, 11, 'MISC'], [20, 26, 'LOC']]"
Können Sie den Preis auf zehn Dollar herabsetzen?,"[[30, 36, 'MISC']]"
Bill klopfte mir auf die Schulter.,"[[0, 4, 'PER']]"
Raúl kann keinen Spaß haben ohne seine Freunde.,"[[0, 4, 'PER']]"
Er spricht neben Englisch zwei Sprachen.,"[[17, 25, 'MISC']]"
Die Geschichte Chinas ist älter als die von Japan.,"[[15, 21, 'LOC'], [44, 49, 'LOC']]"
Die Geschichte Chinas ist älter als die von Japan.,"[[15, 21, 'LOC'], [44, 49, 'LOC']]"
Singen wir das Lied in Englisch!,"[[23, 31, 'MISC']]"
"In Japan verwendet man Namensstempel, statt der im Ausland üblichen Unterschrift.","[[3, 8, 'LOC']]"
Schick' das Telegramm sofort ab.,"[[0, 7, 'PER']]"
Jane kommt vielleicht.,"[[0, 4, 'PER']]"
"Ich glaube, wenn Isländisch eine Farbe wäre, dann wäre sie Weiß.","[[17, 27, 'MISC']]"
"Es ist wirklich schön, dich wiederzusehen, Momoe.","[[43, 48, 'PER']]"
Meine Schwester Susan steht jeden Morgen zeitig auf.,"[[16, 21, 'PER']]"
Professor Kay hat Insekten 40 Jahre lang untersucht.,"[[10, 13, 'PER']]"
Wen magst du lieber: die Giants oder die Dragons?,"[[25, 31, 'ORG'], [41, 48, 'ORG']]"
Wen magst du lieber: die Giants oder die Dragons?,"[[25, 31, 'ORG'], [41, 48, 'ORG']]"
Ich habe vier Jahre lang Englisch gelernt.,"[[25, 33, 'MISC']]"
Du hast in dir den Himmel und die Erde.,"[[34, 38, 'LOC']]"
Herr Joel hat jetzt Dienst.,"[[5, 9, 'PER']]"
Wir haben Jim in der Menschenmenge aus den Augen verloren.,"[[10, 13, 'PER']]"
Joan brach sich bei dem Unfall den linken Arm.,"[[0, 4, 'PER']]"
Yokohama ist die zweitgrößte Stadt Japans.,"[[0, 8, 'LOC'], [35, 41, 'LOC']]"
Yokohama ist die zweitgrößte Stadt Japans.,"[[0, 8, 'LOC'], [35, 41, 'LOC']]"
"Setz dich, Kate.","[[11, 15, 'PER']]"
Ben steckte die Hände in die Taschen.,"[[0, 3, 'PER']]"
Ich erblickt den Berg Fuji durch das Zugfenster.,"[[22, 26, 'LOC']]"
Mein Vater macht zweimal im Jahr Geschäftsreisen nach Sydney.,"[[54, 60, 'LOC']]"
Meistens bringen wir Amerikaner mit Freiheit in Verbindung.,"[[21, 31, 'LOC']]"
Tom ist zwei Jahre älter als ich.,"[[0, 3, 'PER']]"
"Was mich am meisten überraschte, als ich nach Japan kam, war, wie viele Verkaufsautomaten es dort gibt.","[[46, 51, 'LOC']]"
John hat meinen Rat ignoriert.,"[[0, 4, 'PER']]"
Hast du schon Miltons Werke gelesen?,"[[14, 21, 'PER']]"
Er spricht Japanisch und Englisch mit Leichtigkeit.,"[[11, 20, 'MISC'], [25, 33, 'MISC']]"
Er spricht Japanisch und Englisch mit Leichtigkeit.,"[[11, 20, 'MISC'], [25, 33, 'MISC']]"
Er reiste über den Landweg nach Italien.,"[[32, 39, 'LOC']]"
Das Klima in Japan ist mild.,"[[13, 18, 'LOC']]"
In Afrika verhungern viele Kinder.,"[[3, 9, 'LOC']]"
In Neuseeland spricht man Englisch.,"[[3, 13, 'LOC'], [26, 34, 'MISC']]"
In Neuseeland spricht man Englisch.,"[[3, 13, 'LOC'], [26, 34, 'MISC']]"
Die Normannen eroberten England im Jahre 1066.,"[[24, 31, 'LOC']]"
Die Harvard-Universität wurde 1636 gegründet.,"[[4, 23, 'ORG']]"
Hitler marschierte 1939 in Polen ein.,"[[0, 6, 'PER'], [27, 32, 'LOC']]"
Hitler marschierte 1939 in Polen ein.,"[[0, 6, 'PER'], [27, 32, 'LOC']]"
Hitler gelangte 1933 an die Macht.,"[[0, 6, 'PER']]"
Napoleon wurde nach St. Helena verbannt.,"[[0, 8, 'PER'], [20, 30, 'LOC']]"
Napoleon wurde nach St. Helena verbannt.,"[[0, 8, 'PER'], [20, 30, 'LOC']]"
Die Tür wird von Jim geöffnet.,"[[17, 20, 'PER']]"
Haben Sie japanische Zeitungen?,"[[10, 20, 'LOC']]"
Täglich lerne ich eine Stunde Englisch.,"[[30, 38, 'MISC']]"
"Bevor Manet dieses Bild malte, waren seine weiblichen Akte auf Göttinnen beschränkt.","[[6, 11, 'PER']]"
Er wird nächsten Monat nach New York gehen.,"[[28, 36, 'LOC']]"
Elvis hat das Gebäude verlassen.,"[[0, 5, 'PER']]"
Die Olympischen Spiele als Zweiter beenden ergibt Silber. Als Zweiter die Politik beenden führt dich in die Vergessenheit.,"[[4, 22, 'ORG']]"
Der größte Zoo der Welt befindet sich in Berlin in Deutschland.,"[[41, 47, 'LOC'], [51, 62, 'LOC']]"
Der größte Zoo der Welt befindet sich in Berlin in Deutschland.,"[[41, 47, 'LOC'], [51, 62, 'LOC']]"
Ein junger Hund heißt Welpe.,"[[22, 27, 'PER']]"
Toms Geburtstag war gestern.,"[[0, 4, 'PER']]"
In den USA sind Schulbusse gelb.,"[[7, 10, 'LOC']]"
Tom lebt seit einem Jahr in Chicago.,"[[0, 3, 'PER'], [28, 35, 'LOC']]"
Tom lebt seit einem Jahr in Chicago.,"[[0, 3, 'PER'], [28, 35, 'LOC']]"
Maria behandelte ihr verletztes Knie.,"[[0, 5, 'PER']]"
Tom sollte einen Arzt rufen.,"[[0, 3, 'PER']]"
Toms Fieber verschlimmert sich.,"[[0, 4, 'PER']]"
Tom spricht schlechter Französisch als Englisch.,"[[0, 3, 'PER'], [23, 34, 'MISC'], [39, 47, 'MISC']]"
Tom spricht schlechter Französisch als Englisch.,"[[0, 3, 'PER'], [23, 34, 'MISC'], [39, 47, 'MISC']]"
Tom spricht schlechter Französisch als Englisch.,"[[0, 3, 'PER'], [23, 34, 'MISC'], [39, 47, 'MISC']]"
Aus dem Weltall sieht die Erde sehr klein aus.,"[[26, 30, 'LOC']]"
Tom macht schöne Möbel aus Holz.,"[[0, 3, 'PER']]"
Herr Johnson ist ein wunderbarer Musiklehrer.,"[[5, 12, 'PER']]"
"Tom fragt sich, ob es wahr ist.","[[0, 3, 'PER']]"
"Tom fragt sich, ob es stimmt.","[[0, 3, 'PER']]"
Die Pyramiden von Ägypten sind eines der sieben Weltwunder.,"[[18, 25, 'LOC']]"
Venedig in Italien ist eines der Weltwunder.,"[[0, 7, 'LOC'], [11, 18, 'LOC']]"
Venedig in Italien ist eines der Weltwunder.,"[[0, 7, 'LOC'], [11, 18, 'LOC']]"
Sie spricht Russisch.,"[[12, 20, 'MISC']]"
"Sechs Zeugen sagten, dass sie Tom beim Schummeln während der Prüfung sahen.","[[30, 33, 'PER']]"
"Mary kann alles kochen, ohne ein Rezept zu benutzen.","[[0, 4, 'PER']]"
Mary zog ihre Bewerbung für den Job zurück.,"[[0, 4, 'PER']]"
Einmal war ich in Europa.,"[[18, 24, 'LOC']]"
"Es ist eine amerikanische Tradition, sich an seinem Geburtstag etwas zu wünschen.","[[12, 25, 'LOC']]"
Im Winter geht die Sonne vor 4 Uhr nachmittags unter.,"[[19, 24, 'LOC']]"
Tom gewann das Rennen.,"[[0, 3, 'PER']]"
Tom hat das Rennen gewonnen.,"[[0, 3, 'PER']]"
Tom gewann zehntausend Dollar in der Lotterie.,"[[0, 3, 'PER'], [23, 29, 'MISC']]"
Tom gewann zehntausend Dollar in der Lotterie.,"[[0, 3, 'PER'], [23, 29, 'MISC']]"
Tom hat zehntausend Dollar in der Lotterie gewonnen.,"[[0, 3, 'PER'], [20, 26, 'MISC']]"
Tom hat zehntausend Dollar in der Lotterie gewonnen.,"[[0, 3, 'PER'], [20, 26, 'MISC']]"
Millionen von wilden Tieren leben in Alaska.,"[[37, 43, 'LOC']]"
