sentence, entity type + position
Is de Franse uitspraak moeilijk?,"[[6, 12, 'MISC']]"
Ik denk dat Iers geen moeilijke taal is.,"[[12, 16, 'LOC']]"
Men kan zeggen dat het Japanse klimaat door de band mild is.,"[[23, 30, 'MISC']]"
Ik zal op uw kind passen vanavond.,"[[25, 34, 'PER']]"
Hij kent de heer Davidson goed.,"[[17, 25, 'PER']]"
Zorg goed voor jezelf!,"[[0, 4, 'PER']]"
Tom genoot van Mary's verhaal.,"[[0, 3, 'PER'], [15, 21, 'PER']]"
Tom genoot van Mary's verhaal.,"[[0, 3, 'PER'], [15, 21, 'PER']]"
Tom heeft Mary nog niet gebeld.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom heeft Mary nog niet gebeld.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom is niet zo actief als Mary.,"[[0, 3, 'MISC'], [26, 31, 'PER']]"
Tom is niet zo actief als Mary.,"[[0, 3, 'MISC'], [26, 31, 'PER']]"
Tom eet minder dan Mary.,"[[0, 3, 'PER'], [19, 24, 'PER']]"
Tom eet minder dan Mary.,"[[0, 3, 'PER'], [19, 24, 'PER']]"
Tom stelde me voor aan Mary.,"[[0, 3, 'PER'], [23, 28, 'PER']]"
Tom stelde me voor aan Mary.,"[[0, 3, 'PER'], [23, 28, 'PER']]"
Tom heeft me aan Mary voorgesteld.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom heeft me aan Mary voorgesteld.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom heeft Mary vanochtend gebeld.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom heeft Mary vanochtend gebeld.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom had niet met Mary moeten trouwen.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom had niet met Mary moeten trouwen.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom en Mary zijn vorige week uit elkaar gegaan.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary zijn vorige week uit elkaar gegaan.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom dacht dat Mary van hem hield.,"[[0, 3, 'PER'], [14, 18, 'PER']]"
Tom dacht dat Mary van hem hield.,"[[0, 3, 'PER'], [14, 18, 'PER']]"
Tom liet me Mary's brief zien.,"[[0, 3, 'PER'], [12, 18, 'PER']]"
Tom liet me Mary's brief zien.,"[[0, 3, 'PER'], [12, 18, 'PER']]"
Tom kocht een cadeautje voor Mary.,"[[0, 3, 'PER'], [29, 34, 'PER']]"
Tom kocht een cadeautje voor Mary.,"[[0, 3, 'PER'], [29, 34, 'PER']]"
Tom heeft een cadeautje voor Mary gekocht.,"[[0, 3, 'MISC'], [29, 33, 'PER']]"
Tom heeft een cadeautje voor Mary gekocht.,"[[0, 3, 'MISC'], [29, 33, 'PER']]"
Tom heeft gisteren met Mary gesproken.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Tom heeft gisteren met Mary gesproken.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Tom heeft gisteren met Mary gepraat.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Tom heeft gisteren met Mary gepraat.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Tom is Mary een brief aan het schrijven.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom is Mary een brief aan het schrijven.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom is een brief aan Mary aan het schrijven.,"[[0, 3, 'MISC'], [21, 25, 'PER']]"
Tom is een brief aan Mary aan het schrijven.,"[[0, 3, 'MISC'], [21, 25, 'PER']]"
Tom deed een pleister op Mary's snee.,"[[0, 3, 'PER'], [25, 31, 'PER']]"
Tom deed een pleister op Mary's snee.,"[[0, 3, 'PER'], [25, 31, 'PER']]"
Tom dacht dat Mary sliep.,"[[0, 3, 'PER'], [14, 18, 'PER']]"
Tom dacht dat Mary sliep.,"[[0, 3, 'PER'], [14, 18, 'PER']]"
Tom haalde Mary over hem te helpen.,"[[0, 3, 'PER'], [11, 15, 'PER']]"
Tom haalde Mary over hem te helpen.,"[[0, 3, 'PER'], [11, 15, 'PER']]"
Tom kwam naar Boston om Mary te bezoeken.,"[[0, 3, 'PER'], [14, 20, 'LOC'], [24, 28, 'PER']]"
Tom kwam naar Boston om Mary te bezoeken.,"[[0, 3, 'PER'], [14, 20, 'LOC'], [24, 28, 'PER']]"
Tom kwam naar Boston om Mary te bezoeken.,"[[0, 3, 'PER'], [14, 20, 'LOC'], [24, 28, 'PER']]"
Tom ging naar het park om Mary te ontmoeten.,"[[0, 3, 'PER'], [26, 30, 'PER']]"
Tom ging naar het park om Mary te ontmoeten.,"[[0, 3, 'PER'], [26, 30, 'PER']]"
Tom is intelligenter dan Mary.,"[[0, 3, 'PER'], [25, 30, 'PER']]"
Tom is intelligenter dan Mary.,"[[0, 3, 'PER'], [25, 30, 'PER']]"
Tom speelde piano en Mary zong.,"[[0, 3, 'PER'], [21, 25, 'PER']]"
Tom speelde piano en Mary zong.,"[[0, 3, 'PER'], [21, 25, 'PER']]"
Tom werd kwaad en schold Mary uit.,"[[0, 3, 'PER'], [25, 29, 'PER']]"
Tom werd kwaad en schold Mary uit.,"[[0, 3, 'PER'], [25, 29, 'PER']]"
Tom en Mary zijn even lang.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary zijn even lang.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary werken in hetzelfde kantoor.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary werken in hetzelfde kantoor.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Denk je dat Tom tegen ons gelogen heeft?,"[[12, 15, 'PER']]"
Ik kom uit Taipei.,"[[11, 18, 'LOC']]"
"Jij komt uit Beijing, toch?","[[13, 20, 'LOC']]"
Tom is in het zwembad van zijn buur vedronken.,"[[0, 3, 'MISC']]"
Tom liegt zoals hij ademt.,"[[0, 3, 'LOC']]"
Dan ontmoette Linda in de kerk.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Dan ontmoette Linda in de kerk.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Dan probeerde Linda over te halen het geld te stelen.,"[[14, 19, 'PER']]"
Er is iets aan Dan veranderd.,"[[15, 18, 'PER']]"
Tom gaf Mary een kerstcadeautje.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom gaf Mary een kerstcadeautje.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom kon zien dat Mary verveeld was.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom kon zien dat Mary verveeld was.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom kon zien dat Mary zich verveelde.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom kon zien dat Mary zich verveelde.,"[[0, 3, 'PER'], [17, 21, 'PER']]"
Tom mocht Mary vanaf het moment dat hij haar ontmoette.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom mocht Mary vanaf het moment dat hij haar ontmoette.,"[[0, 3, 'PER'], [10, 14, 'PER']]"
Tom zegt niet graag twee keer hetzelfde.,"[[0, 3, 'PER']]"
Tom huurde een auto bij de luchthaven en reed ermee naar het huis van Maria.,"[[0, 3, 'PER'], [70, 76, 'PER']]"
Tom huurde een auto bij de luchthaven en reed ermee naar het huis van Maria.,"[[0, 3, 'PER'], [70, 76, 'PER']]"
Tom was mijn vaste vriend.,"[[0, 3, 'PER']]"
Tom was mijn eerste vaste vriend.,"[[0, 3, 'PER']]"
Fruit is gezond.,"[[0, 5, 'MISC']]"
Wat is de beste manier om Frans te leren?,"[[26, 31, 'MISC']]"
Onregelmatige werkwoorden maken deel uit van de Engelse taal.,"[[48, 55, 'MISC']]"
Waarom moet iedereen Engels leren?,"[[21, 27, 'MISC']]"
Is Tom nog altijd in contact met Maria?,"[[3, 6, 'MISC'], [33, 39, 'PER']]"
Is Tom nog altijd in contact met Maria?,"[[3, 6, 'MISC'], [33, 39, 'PER']]"
Waarom wil je Engels leren?,"[[14, 20, 'MISC']]"
"Je hebt gelijk, Tom.","[[16, 20, 'PER']]"
Ik ken geen Engels.,"[[12, 18, 'MISC']]"
Tom verdient iets beters.,"[[0, 3, 'PER']]"
Probeer uzelf te overtreffen!,"[[0, 7, 'PER']]"
Esperanto is eenvoudig. Maar men moet een genie zijn om de eenvoud ervan te begrijpen.,"[[0, 9, 'MISC']]"
Wil je Duolingo een cursus Esperanto helpen maken?,"[[7, 15, 'LOC'], [27, 36, 'MISC']]"
Wil je Duolingo een cursus Esperanto helpen maken?,"[[7, 15, 'LOC'], [27, 36, 'MISC']]"
De propedeutische waarden van Esperanto moeten niet meer gedemonstreerd worden.,"[[30, 39, 'MISC']]"
Misschien was Tom niet bereikbaar.,"[[14, 17, 'PER']]"
Gij werkt hier niet.,"[[0, 3, 'PER']]"
Tom is de winkel aan het sluiten.,"[[0, 3, 'LOC']]"
Ook Tom en Maria waren in de kamer.,"[[4, 7, 'PER'], [11, 16, 'PER']]"
Ook Tom en Maria waren in de kamer.,"[[4, 7, 'PER'], [11, 16, 'PER']]"
De volgende week ga ik naar het Balatonmeer.,"[[32, 44, 'LOC']]"
Tom is een groot bewonderaar van u.,"[[0, 3, 'MISC']]"
"Hoe zeg je ""kat"" in het Spaans?","[[24, 31, 'MISC']]"
Vergeet niet morgen met hem te spreken.,"[[0, 7, 'PER']]"
Ik beschouw Tom als een idioot.,"[[12, 15, 'PER']]"
Voor mij is Tom een idioot.,"[[12, 15, 'PER']]"
Tom is een dier.,"[[0, 3, 'LOC']]"
Tom is een beest.,"[[0, 3, 'LOC']]"
Fijne Thanksgiving.,"[[0, 19, 'PER']]"
Tony was gelukkig.,"[[0, 4, 'PER']]"
Jane ziet er gelukkig uit.,"[[0, 4, 'PER']]"
Ken is gelukkig.,"[[0, 3, 'LOC']]"
Tom zag er gelukkig uit.,"[[0, 3, 'PER']]"
Tom is gelukkig.,"[[0, 3, 'LOC']]"
Tom voelde zich gelukkig.,"[[0, 3, 'PER']]"
Fijne Vaderdag!,"[[0, 15, 'PER']]"
Tom was gelukkig.,"[[0, 3, 'PER']]"
Tom ziet er gelukkig uit.,"[[0, 3, 'PER']]"
Tom klonk gelukkig.,"[[0, 3, 'PER']]"
Gelukkig Moon Festival!,"[[0, 23, 'MISC']]"
Was Tom gelukkig?,"[[4, 17, 'MISC']]"
Tom is als gelukkig mens gestorven.,"[[0, 3, 'MISC']]"
Tom leek gelukkig.,"[[0, 3, 'PER']]"
"Gelukkige verjaardag, Roemenië!","[[22, 31, 'LOC']]"
Mary straalde van geluk.,"[[0, 4, 'PER']]"
Hitomi zag er heel gelukkig uit.,"[[0, 6, 'PER']]"
Gelukkige Valentijnsdag.,"[[0, 24, 'PER']]"
Steve zag er heel gelukkig uit.,"[[0, 5, 'PER']]"
Muziek is een deugd voor de oren.,"[[0, 6, 'LOC']]"
Hij is de enige Amerikaan die het Kanaal overgezwommen is.,"[[16, 25, 'LOC'], [30, 40, 'LOC']]"
Hij is de enige Amerikaan die het Kanaal overgezwommen is.,"[[16, 25, 'LOC'], [30, 40, 'LOC']]"
Tom weet niet hoe hij noedels moet klaarmaken.,"[[0, 3, 'PER']]"
Zeker!,"[[0, 6, 'MISC']]"
Bijna.,"[[0, 6, 'LOC']]"
"Hij is Canadees, geen burger van de VS.","[[7, 15, 'LOC']]"
Ik zie Tom vanavond.,"[[7, 20, 'MISC']]"
Het is de derde grootste stad van Servië.,"[[34, 41, 'LOC']]"
Tom was zo vriendelijk mijn vraag te beantwoorden.,"[[0, 3, 'PER']]"
Tom is boos op ons.,"[[0, 3, 'PER']]"
Tom en Maria kennen de waarheid.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria kennen de waarheid.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom is geen slechte trainer.,"[[0, 3, 'MISC']]"
Tom is mijn neef.,"[[0, 3, 'PER']]"
Tom zei mij dat hij minstens drie tassen koffie per dag drinkt.,"[[0, 3, 'PER']]"
Tom had een zeer slechte dag.,"[[0, 3, 'PER']]"
Tom interesseert zich erg voor biologie.,"[[0, 3, 'PER']]"
Tom spreekt niet graag Frans.,"[[0, 3, 'PER'], [23, 29, 'PER']]"
Tom spreekt niet graag Frans.,"[[0, 3, 'PER'], [23, 29, 'PER']]"
Ik neem Lipitor.,"[[8, 16, 'PER']]"
Vogels leggen eieren.,"[[0, 6, 'PER']]"
Miauw.,"[[0, 6, 'PER']]"
Tom heeft het hek gerepareerd.,"[[0, 3, 'PER']]"
Mijn naam is Edgar Degas.,"[[13, 25, 'PER']]"
Vuur!,"[[0, 5, 'MISC']]"
Brand!,"[[0, 6, 'MISC']]"
Waar is de Duitse ambassade?,"[[11, 17, 'MISC']]"
Tom viel terug in de heroïneverslaving.,"[[0, 3, 'PER']]"
"Christus is verrezen, alleluia! - Waarlijk hij is verrezen, alleluia!","[[0, 8, 'PER']]"
Studeer!,"[[0, 8, 'LOC']]"
Toen Isaac Newton stierf was hij nog maagd.,"[[5, 17, 'PER']]"
Jullie kunnen leren zwemmen.,"[[0, 6, 'PER']]"
Ik droom in het Frans.,"[[16, 21, 'MISC']]"
"Mary, hoe ging je tentamen Duits maandag?","[[0, 4, 'PER'], [27, 32, 'MISC']]"
"Mary, hoe ging je tentamen Duits maandag?","[[0, 4, 'PER'], [27, 32, 'MISC']]"
Ik kom net uit Duitsland.,"[[15, 25, 'LOC']]"
Jan kan me niet helpen.,"[[0, 3, 'PER']]"
Tom volgt een strikt veganistisch dieet.,"[[0, 3, 'PER']]"
"Zeg aan Tom, dat Maria hem wil zien.","[[0, 12, 'MISC'], [17, 22, 'PER']]"
"Zeg aan Tom, dat Maria hem wil zien.","[[0, 12, 'MISC'], [17, 22, 'PER']]"
De Nederlandse bevolking is zo tevreden met koning Willem-Alexander.,"[[3, 14, 'MISC'], [51, 68, 'PER']]"
De Nederlandse bevolking is zo tevreden met koning Willem-Alexander.,"[[3, 14, 'MISC'], [51, 68, 'PER']]"
"Als inderdaad meer dan 700 mensen aan boord waren, zou het tot nu toe de grootste ramp met bootvluchtelingen zijn op de Middellandse Zee.","[[120, 137, 'LOC']]"
Kinderen spelen graag met Lego.,"[[26, 31, 'PER']]"
Tom heeft het probleem zelf opgelost.,"[[0, 3, 'PER']]"
Tom zorgde goed voor je.,"[[0, 3, 'PER']]"
Waarom heb je Tom niet verteld dat je dorst had?,"[[14, 17, 'PER']]"
Tom droeg alleen zijn adamskostuum.,"[[0, 3, 'PER']]"
Papua New Guinea is het grootste land in Oceanië na Australië.,"[[0, 16, 'LOC'], [41, 48, 'LOC'], [52, 62, 'LOC']]"
Papua New Guinea is het grootste land in Oceanië na Australië.,"[[0, 16, 'LOC'], [41, 48, 'LOC'], [52, 62, 'LOC']]"
Papua New Guinea is het grootste land in Oceanië na Australië.,"[[0, 16, 'LOC'], [41, 48, 'LOC'], [52, 62, 'LOC']]"
Tom moet heel moe zijn.,"[[0, 3, 'PER']]"
"Tom heeft je gezonden, niet?","[[0, 3, 'PER']]"
"Pinocchio zegt: ""Nu zal mijn neus langer worden"".","[[0, 9, 'MISC']]"
Tom is op zolder.,"[[0, 3, 'LOC']]"
De zevende dag rustte God.,"[[22, 26, 'MISC']]"
Ik heb nooit zo vlug Engels horen spreken.,"[[21, 27, 'MISC']]"
Ik ben zeker dat we dat zouden kunnen doen als we Toms hulp hadden.,"[[50, 54, 'LOC']]"
Jane deed altijd alsof ze rijk was.,"[[0, 4, 'PER']]"
Tom heeft zijn vreemd accent verloren.,"[[0, 3, 'PER']]"
De Seine loopt door Parijs.,"[[0, 8, 'LOC'], [20, 27, 'LOC']]"
De Seine loopt door Parijs.,"[[0, 8, 'LOC'], [20, 27, 'LOC']]"
"Speel je met mij, Stef?","[[18, 23, 'PER']]"
Hans is een Duits zakenman.,"[[0, 4, 'LOC'], [12, 17, 'MISC']]"
Hans is een Duits zakenman.,"[[0, 4, 'LOC'], [12, 17, 'MISC']]"
We hebben vier uur Frans per week.,"[[19, 24, 'MISC']]"
Tom wacht op ons in het park.,"[[0, 3, 'PER']]"
Bent u het niet eens?,"[[0, 4, 'PER']]"
Peuter niet in uw neus!,"[[0, 6, 'PER']]"
Tom zei dat hij Maria kende.,"[[0, 3, 'PER'], [16, 21, 'PER']]"
Tom zei dat hij Maria kende.,"[[0, 3, 'PER'], [16, 21, 'PER']]"
Ik doceer biologie en Frans.,"[[22, 28, 'PER']]"
Heb je Maria gekust?,"[[7, 20, 'PER']]"
Tom liep in zijn adamskostuum rond.,"[[0, 3, 'PER']]"
"Georgina beet zich in de lippen, tot bloedens toe.","[[0, 8, 'PER']]"
Niemand van ons dacht dat Marc zo egoïstisch was.,"[[26, 30, 'PER']]"
Maria zat alleen op de sofa.,"[[0, 5, 'PER']]"
Ik weet wat Tom je aangedaan heeft.,"[[12, 15, 'PER']]"
Ik weet wat Tom jullie aangedaan heeft.,"[[12, 15, 'PER']]"
Ik weet wat Tom u aangedaan heeft.,"[[12, 15, 'PER']]"
Ik kan Tom maar beter wekken.,"[[7, 10, 'PER']]"
Ik kan Tom maar beter wakker maken.,"[[7, 10, 'PER']]"
Leert Tom na het avondmaal?,"[[0, 9, 'PER']]"
Jim is nog niet aangekomen.,"[[0, 3, 'PER']]"
Hij nam zijn kaars en ging slaperig naar bed.,"[[27, 35, 'PER']]"
Het is Tom niet die schuld treft.,"[[7, 10, 'PER']]"
Wat voor een vernedering trachten een Esperantoboek te verkopen. Waarom ben ik niet gevlucht?,"[[38, 51, 'LOC']]"
Ze trachtten ons de liefde voor Oost-Indische inkt bij te brengen.,"[[32, 45, 'LOC']]"
"Schud me, schud me, al mijn appels zijn al rijp.","[[0, 5, 'PER']]"
Tom spreekt net zo goed Frans als jij.,"[[0, 3, 'PER'], [24, 29, 'MISC']]"
Tom spreekt net zo goed Frans als jij.,"[[0, 3, 'PER'], [24, 29, 'MISC']]"
Tom sprong het raam uit.,"[[0, 3, 'PER']]"
Junko is een mooi meisje.,"[[0, 5, 'LOC']]"
Parijs is dichterbij dan Berlijn.,"[[0, 6, 'LOC'], [25, 33, 'LOC']]"
Parijs is dichterbij dan Berlijn.,"[[0, 6, 'LOC'], [25, 33, 'LOC']]"
Het is een typische Japanner.,"[[20, 29, 'LOC']]"
Mondje open!,"[[0, 12, 'MISC']]"
Lucifer was slechts een engel die de weg kwijt was.,"[[0, 7, 'PER']]"
Niets is gratis in deze wereld.,"[[0, 5, 'MISC']]"
"Socrates, Plato en Aristoteles zijn de drie grootste filosofen van de klassieke oudheid.","[[0, 8, 'PER'], [10, 15, 'PER'], [19, 30, 'PER']]"
"Socrates, Plato en Aristoteles zijn de drie grootste filosofen van de klassieke oudheid.","[[0, 8, 'PER'], [10, 15, 'PER'], [19, 30, 'PER']]"
"Socrates, Plato en Aristoteles zijn de drie grootste filosofen van de klassieke oudheid.","[[0, 8, 'PER'], [10, 15, 'PER'], [19, 30, 'PER']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Het Kasteel van St. Olaf, in Finland, werd in 1475 gebouwd om de Unie van Kalmar (Zweden, Noorwegen en Denemarken) te beschermen tegen de groothertogdommen Novgorod en Moskou.","[[4, 24, 'LOC'], [29, 36, 'LOC'], [65, 80, 'LOC'], [82, 88, 'LOC'], [90, 99, 'LOC'], [103, 113, 'LOC'], [156, 164, 'LOC'], [168, 175, 'LOC']]"
"Room is een witte, enigszins gelige vloeistof, bestaande uit geconcentreerde eiwitten en vet.","[[0, 4, 'LOC']]"
Ik ben in 1977 in Osaka geboren.,"[[18, 23, 'LOC']]"
Het Frans is een heel interessante taal.,"[[4, 9, 'MISC']]"
"Waar Brazilië zich op richt, daarop richt zich heel Latijns-Amerika.","[[5, 13, 'LOC'], [52, 68, 'LOC']]"
"Waar Brazilië zich op richt, daarop richt zich heel Latijns-Amerika.","[[5, 13, 'LOC'], [52, 68, 'LOC']]"
Wat vind je van de Verenigde Staten?,"[[16, 36, 'LOC']]"
Het meest verbaasde mij toen ik in Japan was hoeveel verkoopautomaten ze daar hebben.,"[[35, 40, 'LOC']]"
Tom hing een kalender aan de muur.,"[[0, 3, 'PER']]"
Ik zou graag zo snel mogelijk teruggaan naar Rio.,"[[45, 49, 'LOC']]"
"Het leven is kort, daarom gebruik ik Python!","[[37, 44, 'MISC']]"
Zijn Engels is heel goed.,"[[5, 11, 'MISC']]"
Slaap niet in bad.,"[[0, 5, 'LOC']]"
Kun je zwemmen?,"[[0, 3, 'PER']]"
Uit de tweede brief van Sint-Paulus.,"[[24, 36, 'LOC']]"
Hoe is de buurt? Rustig? Lawaaierig 's nachts?,"[[25, 35, 'PER']]"
Jonge Marokkaanse meiden zien u als rolmodel.,"[[6, 17, 'MISC']]"
Tom melkt de koeien.,"[[0, 3, 'PER']]"
Interesseer je je voor Japanse muziek?,"[[23, 30, 'MISC']]"
Tom is alleen in de keuken.,"[[0, 3, 'LOC']]"
Ik wou alleen Tom kalmeren.,"[[14, 17, 'PER']]"
Ik wou alleen maar Tom rustig maken.,"[[19, 22, 'PER']]"
Tom pest andere kinderen op school.,"[[0, 3, 'PER']]"
Tom zegt dat hij niet over school wil praten.,"[[0, 3, 'PER']]"
Tom wist echt niet wat hij moest zeggen.,"[[0, 3, 'PER']]"
Tom wist totaal niet wat hij moest zeggen.,"[[0, 3, 'PER']]"
Tom wist niet zeker wat hij moest zeggen.,"[[0, 3, 'PER']]"
Tom vindt het niet leuk om naar school te gaan.,"[[0, 3, 'PER']]"
Tom weet totaal niet wat hij moet zeggen.,"[[0, 3, 'PER']]"
We konden niet horen wat Tom zei.,"[[25, 28, 'PER']]"
Tom gelooft alles dat Mary zegt.,"[[0, 3, 'PER'], [22, 26, 'PER']]"
Tom gelooft alles dat Mary zegt.,"[[0, 3, 'PER'], [22, 26, 'PER']]"
Tom zag dat Mary niet begreep wat hij haar wilde vertellen.,"[[0, 3, 'PER'], [12, 16, 'PER']]"
Tom zag dat Mary niet begreep wat hij haar wilde vertellen.,"[[0, 3, 'PER'], [12, 16, 'PER']]"
Tom wil een boterham.,"[[0, 3, 'PER']]"
Tom zei dat hij geen boterham wil.,"[[0, 3, 'PER']]"
Tom kon zijn boterham niet op.,"[[0, 3, 'PER']]"
Ik denk dat ik weet waar Tom heen gaat.,"[[25, 28, 'PER']]"
Ik denk dat ik weet waar Tom zou kunnen zijn.,"[[25, 28, 'PER']]"
Ik denk dat ik weet waar Tom is.,"[[25, 28, 'PER']]"
Ik denk dat ik weet waar ik Tom zal vinden.,"[[28, 31, 'LOC']]"
Ik woon in Kazachstan.,"[[11, 22, 'LOC']]"
Tom wil weer met je praten.,"[[0, 3, 'PER']]"
"Het jonge meisje wil beroemd worden, net als Nicki Minaj.","[[45, 57, 'LOC']]"
Lesotho is volledig omringd door Zuid-Afrika.,"[[0, 7, 'LOC'], [33, 44, 'LOC']]"
Lesotho is volledig omringd door Zuid-Afrika.,"[[0, 7, 'LOC'], [33, 44, 'LOC']]"
Ik wou dat Tom hier was.,"[[11, 14, 'PER']]"
Tom besloot een tweedehandsauto te kopen in plaats van een nieuwe.,"[[0, 3, 'PER']]"
Jammer!,"[[0, 7, 'LOC']]"
Concentreer je op het doel. Al de rest is afleiding.,"[[0, 11, 'LOC']]"
Ik ben altijd wantrouwig wanneer een Duitser een komma verlangt.,"[[37, 44, 'LOC']]"
Kan ik je straks naar huis voeren?,"[[22, 34, 'PER']]"
Tom zei aan Maria dat hij dat weekeinde naar het strand geweest was.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Tom zei aan Maria dat hij dat weekeinde naar het strand geweest was.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
"Bekijk het verleden om ervan te leren, bekijk het heden en leef ermee, bekijk de toekomst en droom erover.","[[99, 106, 'PER']]"
Ik ben Toms stiefbroer.,"[[7, 11, 'LOC']]"
Ik ben de stiefbroer van Tom.,"[[25, 29, 'PER']]"
De kosten van het levensonderhoud in Tokio zijn zeer hoog.,"[[37, 42, 'LOC']]"
Durf je hem naar dat ongeval te vragen?,"[[0, 4, 'PER']]"
Durf je hem vragen te stellen over dat ongeval?,"[[0, 4, 'PER']]"
Tom was vrijgelaten.,"[[0, 3, 'PER']]"
"Stel niet uit tot morgen, wat ge vandaag nog kunt doen.","[[0, 4, 'PER']]"
Ik heb het in uw kamer gezet.,"[[14, 22, 'ORG']]"
Probeer tenminste voorzichtig te zijn.,"[[0, 7, 'LOC']]"
Opnieuw!,"[[0, 8, 'PER']]"
Ik spreek niet goed Mandarijns.,"[[20, 31, 'PER']]"
Morgen zal ik op tijd komen.,"[[0, 6, 'LOC']]"
Tom zou dat nooit gedaan hebben.,"[[0, 3, 'PER']]"
Tom begreep dat.,"[[0, 3, 'PER']]"
Ik denk dat Tom niet efficiënt is.,"[[12, 15, 'PER']]"
Tom zal niet zo moeilijk te overreden zijn.,"[[0, 3, 'PER']]"
De moedertaal van Julia is Italiaans.,"[[18, 23, 'PER'], [27, 37, 'LOC']]"
